Latitude,Longitude,Depth to water (ft),lastLoc
36.85666666666667,-75.98527777777778,12.91,3648520762522d
36.85666666666667,-75.98527777777778,12.65,3651240755907d
36.86138888888889,-90.5111111111111,116.05,3651240755907d
36.86388888888889,-76.08638888888889,23.21,3651410903040d
36.867777777777775,-105.61527777777778,2.03,3651500760511d
36.86944444444445,-88.65361111111112,8.58,3652041053655d
36.876666666666665,-112.74027777777778,88.56,3652100883913d
36.88527777777778,-76.09805555555555,28.24,3652361124425d
36.88527777777778,-76.09805555555555,18.36,3653070760553d
36.88861111111111,-89.55277777777778,7.97,3653070760553d
36.89361111111111,-76.42111111111112,105.79,3653190893310d
36.89361111111111,-76.42111111111112,94.26,3653370762516d
36.90083333333333,-112.75777777777778,89.62,3653370762516d
36.903055555555554,-76.1211111111111,8.54,3654031124528d
36.903055555555554,-76.1211111111111,8.11,3654110760716d
36.90416666666667,-93.57305555555556,19.24,3654110760716d
36.91416666666667,-93.93194444444445,159.62,3654150933423d
36.915,-77.02888888888889,129.04,3654510935555d
36.915,-77.02888888888889,129.01,3654540770144d
36.925,-77.17777777777778,81.78,3654540770144d
36.925,-77.17777777777778,68.9,3655300771040d
36.933055555555555,-92.05,205.22,3655300771040d
36.93388888888889,-92.66416666666667,285.5,3655590920300d
36.93388888888889,-112.76722222222222,74.42,3656020923951d
36.94555555555555,-94.00361111111111,95.32,3656021124602d
36.94583333333333,-93.72111111111111,85.15,3656440940013d
36.94833333333333,-91.00361111111111,19.29,3656450934316d
36.96555555555556,-76.42,97.0,3656540910013d
36.995,-94.845,28.64,3657560762512d
36.996944444444445,-91.7038888888889,333.28,3659420945042d
37.00138888888889,-93.20666666666666,250.29,3659490914214d
37.014722222222225,-76.89416666666668,128.61,3700050931224d
37.014722222222225,-76.89416666666668,128.43,3700530765339d
37.014722222222225,-76.89416666666668,128.44,3700530765339d
37.04,-94.53388888888888,80.17,3700530765339d
37.043055555555554,-77.19444444444444,99.7,3702240943202d
37.043055555555554,-77.19444444444444,98.77,3702350771140d
37.04666666666667,-90.07388888888889,8.15,3702350771140d
37.065,-93.54972222222221,178.47,3702480900426d
37.094166666666666,-93.82777777777777,194.98,3703540933259d
37.094166666666666,-93.82777777777777,63.49,3705390934940d
37.1,-94.37638888888888,16.35,3705390934940d
37.10111111111111,-82.67750000000001,37.65,3706000942235d
37.10666666666667,-92.41305555555556,574.15,3706040824039d
37.11527777777778,-93.06472222222222,219.34,3706240922447d
37.12,-76.69222222222223,9.51,3706550930353d
37.13666666666666,-80.43861111111111,4.77,3707120764132d
37.14111111111111,-94.46138888888889,570.49,3708120802619d
37.14472222222222,-76.46444444444445,11.69,3708280942741d
37.151944444444446,-93.24472222222222,268.98,3708410762752d
37.17666666666666,-94.28694444444444,292.79,3709070931441d
37.17777777777778,-76.58805555555556,113.82,3710360941713d
37.18944444444444,-78.19555555555556,15.89,3710400763517d
37.19222222222222,-76.68194444444445,87.38,3711220781144d
37.19222222222222,-76.68194444444445,83.56,3711320764055d
37.202222222222225,-76.56972222222223,142.83,3711320764055d
37.202222222222225,-76.56972222222223,142.56,3712080763411d
37.24305555555556,-93.22972222222222,353.91,3712080763411d
37.261944444444445,-76.00944444444444,12.05,3714350931347d
37.263333333333335,-93.24638888888889,18.63,3715430760034d
37.263333333333335,-93.24638888888889,227.84,3715480931447d
37.278888888888886,-77.41277777777778,15.86,3715480931447d
37.28138888888889,-79.9225,18.88,3716440772446d
37.3,-92.16333333333334,267.65,3716530795521d
37.30027777777777,-93.43444444444445,187.14,3718000920948d
37.311388888888885,-81.97833333333334,19.55,3718010932604d
37.34805555555556,-78.82722222222222,1.88,3718410815842d
37.362500000000004,-76.82555555555555,185.66,3720530784938d
37.36388888888889,-79.7063888888889,33.47,3721450764932d
37.36472222222223,-91.53972222222222,64.79,3721500794223d
37.36555555555556,-76.7213888888889,129.07,3721530913223d
37.36555555555556,-76.7213888888889,128.87,3721560764317d
37.367222222222225,-94.61722222222221,239.24,3721560764317d
37.367222222222225,-94.61722222222221,253.19,3722020943702d
37.37305555555555,-80.39666666666668,44.05,3722020943702d
37.373333333333335,-79.71000000000001,9.2,3722230802348d
37.38944444444444,-81.40416666666667,22.87,3722240794236d
37.39388888888889,-94.0911111111111,332.74,3723220812415d
37.4225,-89.60666666666665,165.74,3723380940528d
37.42638888888889,-76.97027777777778,114.45,3725210893624d
37.42638888888889,-76.97027777777778,111.02,3725350765813d
37.42861111111111,-79.49833333333333,14.71,3725350765813d
37.42861111111111,-79.49833333333333,9.84,3725430792954d
37.42944444444444,-76.8913888888889,122.02,3725430792954d
37.43555555555555,-78.67944444444444,24.1,3725460765329d
37.439166666666665,-76.67833333333334,105.75,3726080784046d
37.439166666666665,-76.67833333333334,97.94,3726210764042d
37.439166666666665,-76.67861111111111,41.16,3726210764042d
37.44416666666666,-114.86916666666666,863.29,3726210764043d
37.45138888888889,-75.93305555555555,8.1,3726391145209d
37.45416666666667,-90.85194444444444,18.67,3727050755559d
37.481388888888894,-91.10499999999999,146.93,3727150905107d
37.49277777777778,-76.86277777777777,117.94,3728530910618d
37.49944444444444,-94.26944444444445,297.05,3729340765146d
37.515,-76.97916666666667,96.15,3729580941610d
37.529444444444444,-78.27,33.54,3730540765845d
37.53611111111111,-90.30166666666666,99.29,3731460781612d
37.54277777777778,-80.53361111111111,92.51,3732100901806d
37.543055555555554,-76.80611111111111,12.87,3732340803201d
37.543055555555554,-76.80638888888889,185.12,3732350764822d
37.543055555555554,-76.80638888888889,188.13,3732350764823d
37.543055555555554,-76.80638888888889,192.76,3732350764823d
37.55444444444444,-77.21444444444445,212.12,3732350764823d
37.55444444444444,-77.21444444444445,210.76,3733160771252d
37.599722222222226,-90.1413888888889,164.66,3733160771252d
37.605555555555554,-93.78416666666666,134.36,3735590900829d
37.61472222222223,-91.55027777777778,328.43,3736200934703d
37.61694444444444,-93.25444444444445,58.69,3736530913301d
37.62694444444445,-77.14222222222223,20.14,3737010931516d
37.632777777777775,-79.45444444444445,24.02,3737370770832d
37.641666666666666,-109.47555555555556,63.31,3737580792716d
37.64416666666666,-81.43111111111112,27.2,3738301092832d
37.645833333333336,-118.96166666666667,351.32,3738390812552d
37.645833333333336,-118.96166666666667,351.39,3738451185742d
37.651111111111106,-118.95194444444445,331.52,3738451185742d
37.651111111111106,-118.95194444444445,331.5,3739041185707d
37.65138888888889,-118.95194444444445,492.45,3739041185707d
37.651666666666664,-92.64777777777779,213.25,3739051185707d
37.656666666666666,-77.375,175.78,3739060923852d
37.656666666666666,-77.375,175.7,3739240772230d
37.65833333333333,-118.82111111111111,75.88,3739240772230d
37.665277777777774,-91.11638888888888,189.32,3739301184916d
37.669999999999995,-105.68444444444445,6.68,3739550910659d
37.6975,-85.69222222222223,103.18,3740121054104d
37.715,-94.87916666666666,20.05,3741510854132d
37.74027777777778,-75.66666666666667,49.2,3742540945245d
37.74027777777778,-75.66666666666667,77.97,3744250754000d
37.74027777777778,-75.66666666666667,98.99,3744250754000d
37.74472222222222,-77.205,187.69,3744250754000d
37.74472222222222,-77.205,198.11,3744410771218d
37.74805555555556,-88.43805555555556,6.08,3744410771218d
37.780277777777776,-90.40722222222223,65.2,3744530882617d
37.835,-76.3086111111111,63.8,3746490902426d
37.84722222222222,-109.06333333333333,37.87,3750060761831d
37.88305555555556,-93.30388888888889,49.38,3750501090348d
37.885,-90.21472222222222,314.62,3752590931814d
37.908055555555556,-92.50194444444445,16.77,3753060901253d
37.93805555555555,-90.78166666666667,205.86,3754290923007d
37.94027777777777,-91.80111111111111,189.96,3756170904654d
37.94305555555555,-75.45416666666667,9.24,3756250914804d
37.94305555555555,-75.45416666666667,11.22,3756350752715d
37.94305555555555,-75.45416666666667,18.81,3756350752715d
37.94305555555555,-75.45416666666667,21.74,3756350752715d
37.95638888888889,-75.57888888888888,9.96,3756350752715d
37.96361111111111,-91.79722222222222,368.02,3757230753444d
37.975833333333334,-82.35583333333332,29.8,3757490914750d
37.99111111111111,-84.60555555555555,10.54,3758330822121d
38.010555555555555,-92.74083333333333,259.38,3759280843620d
38.04138888888889,-93.77972222222222,99.68,3800380924427d
38.047777777777775,-79.7911111111111,9.01,3802290934647d
38.05611111111111,-91.24055555555556,144.26,3802520794728d
38.07638888888889,-90.47027777777778,90.64,3803220911426d
38.08361111111111,-90.56527777777778,106.93,3804350902813d
38.091944444444444,-114.89500000000001,844.24,3805010903355d
38.09583333333334,-94.35972222222222,100.62,3805311145342d
38.10444444444445,-75.63527777777779,5.22,3805450942135d
38.10722222222223,-87.57888888888888,22.91,3806160753807d
38.11472222222223,-80.26472222222222,69.72,3806260873444d
38.12138888888889,-92.665,122.56,3806530801553d
38.132777777777775,-87.91944444444445,17.49,3807170923954d
38.132777777777775,-115.3461111111111,796.31,3807580875510d
38.15,-91.26083333333334,213.05,3807581152046d
38.16722222222222,-78.16166666666668,33.57,3809000911539d
38.17916666666667,-91.94666666666667,127.3,3810020780942d
38.18611111111111,-76.91805555555555,78.93,3810450915648d
38.19222222222222,-76.91944444444445,7.04,3811100765505d
38.20472222222222,-91.17916666666667,171.53,3811320765510d
38.234722222222224,-90.43416666666667,94.44,3812170911045d
38.27194444444444,-81.65805555555556,29.66,3814050902603d
38.28111111111111,-93.36527777777778,72.37,3816190813929d
38.33222222222223,-76.46472222222222,151.96,3816520932155d
38.33555555555556,-80.49111111111111,24.45,3819560762753d
38.34388888888889,-75.11638888888888,5.88,3820080802928d
38.346111111111114,-112.99083333333333,93.21,3820380750659d
38.35,-90.99111111111111,63.31,3820461125927d
38.36388888888889,-78.71111111111111,71.92,3821000905928d
38.36555555555556,-85.64,34.18,3821500784240d
38.36805555555556,-82.5125,34.14,3821560853824d
38.37083333333334,-75.07194444444444,11.7,3822050823045d
38.38972222222222,-86.07916666666667,11.01,3822150750419d
38.38972222222222,-104.33527777777778,21.99,3823230860445d
38.390277777777776,-75.10916666666667,7.56,3823231042007d
38.401944444444446,-76.43416666666667,238.05,3823250750633d
38.411944444444444,-75.05972222222222,5.87,3824070762603d
38.42305555555555,-78.89861111111112,20.81,3824430750335d
38.430277777777775,-76.43361111111112,116.66,3825230785355d
38.44305555555555,-75.05166666666666,12.51,3825490762601d
38.45722222222223,-93.20444444444445,55.4,3826350750306d
38.462500000000006,-91.46583333333334,151.88,3827260931216d
38.46333333333334,-93.9975,106.03,3827450912757d
38.47666666666667,-91.83972222222222,320.41,3827480935951d
38.50861111111111,-90.64472222222223,220.09,3828360915023d
38.513333333333335,-89.44222222222223,4.54,3830310903841d
38.54055555555556,-92.09444444444443,179.64,3830480892632d
38.54416666666666,-76.595,211.67,3832260920540d
38.546388888888885,-87.60277777777777,10.22,3832390763542d
38.550555555555555,-90.70055555555555,182.66,3832470873610d
38.56333333333333,-76.68694444444445,77.19,3833020904202d
38.56333333333333,-76.68694444444445,83.13,3833480764113d
38.573055555555555,-77.41638888888889,7.19,3833480764113d
38.59722222222222,-92.16166666666668,20.23,3834230772459d
38.60777777777778,-90.68861111111111,97.37,3835500920942d
4.400833333333333,-808.3508333333334,32.71,3836280904119d
38.61222222222222,-91.21361111111112,43.23,	383638082103d
38.61638888888889,-86.91638888888889,25.89,3836440911249d
38.618611111111115,-92.5213888888889,240.86,3836590865459d
38.625,-75.35972222222222,11.98,3837070923117d
38.629444444444445,-76.80805555555555,4.81,3837300752135d
38.651666666666664,-90.85388888888889,40.59,3837460764829d
38.658055555555556,-92.78027777777778,122.95,3839060905114d
38.65833333333333,-122.83,19.12,3839290924649d
38.69638888888888,-93.17194444444445,176.87,3839301224948d
38.71611111111111,-91.40833333333335,20.11,3841470931019d
38.725833333333334,-76.66305555555556,175.3,3842580912430d
38.74861111111111,-93.33611111111111,272.51,3843330763947d
38.75944444444445,-93.71972222222223,148.91,3844550932010d
38.7625,-93.55444444444444,176.59,3845340934311d
38.786944444444444,-91.79527777777777,244.44,3845450933316d
38.79361111111111,-90.62222222222222,91.15,3847130914743d
38.80583333333333,-78.78972222222222,13.55,3847370903720d
38.80888888888889,-93.3236111111111,189.72,3848210784723d
38.812777777777775,-90.85083333333333,230.68,3848320931925d
38.81361111111111,-90.15555555555557,16.78,3848460905103d
38.82138888888889,-91.99555555555555,371.7,3848490900920d
38.83083333333334,-87.34027777777777,13.48,3849170915944d
38.8325,-77.80472222222222,22.55,3849510872025d
38.844722222222224,-75.66555555555556,13.59,3849570774817d
38.907777777777774,-91.44722222222222,361.38,3850410753956d
38.90888888888889,-91.57555555555555,253.92,3854280912650d
38.919999999999995,-88.19,4.56,3854320913432d
38.9225,-114.84333333333333,433.95,3855120881124d
38.93527777777778,-77.6363888888889,9.95,3855211145036d
38.943888888888885,-77.36694444444444,14.99,3856070773811d
38.955000000000005,-92.39500000000001,169.79,3856380772201d
38.97694444444445,-90.99638888888889,368.75,3857180922342d
38.97916666666667,-90.97722222222222,190.27,3858370905947d
38.98027777777778,-79.94416666666667,45.28,3858450905838d
39.03055555555555,-90.90777777777778,251.17,3858490795639d
39.032222222222224,-74.89277777777778,12.77,3901500905428d
39.03527777777778,-92.95222222222222,59.32,3901560745334d
39.05916666666666,-78.61888888888888,14.67,3902070925708d
39.06333333333333,-78.06527777777778,37.8,3903330783708d
39.10638888888889,-77.52833333333334,33.3,3903480780355d
39.11416666666667,-92.21416666666667,403.76,3906230773142d
39.12777777777778,-103.09944444444444,48.09,3906510921251d
39.12861111111111,-77.84583333333333,29.9,3907401030558d
39.13055555555555,-93.39277777777778,85.42,3907430775045d
4.523333333333333,-108.4263888888889,22.93,3907500932334d
39.15694444444444,-111.76472222222222,19.32,	390841082535d
39.1625,-91.82777777777777,333.97,3909251114553d
39.1625,-94.39444444444445,32.24,3909450914940d
39.163333333333334,-78.00444444444445,38.86,3909450942340d
39.17222222222222,-80.4113888888889,42.98,3909480780016d
39.19694444444444,-92.12472222222222,379.58,3910200802441d
39.20611111111111,-93.31527777777778,56.06,3911490920729d
39.21,-94.28388888888888,11.51,3912220931855d
39.21888888888889,-81.11166666666666,27.02,3912360941702d
39.26166666666666,-77.71055555555556,59.83,3913080810642d
39.274166666666666,-85.89555555555556,17.82,3915420774238d
39.30694444444444,-91.48083333333334,92.78,3916270855344d
39.31805555555556,-84.63611111111112,32.93,3918250912851d
39.32222222222222,-78.05611111111111,30.15,3919050843810d
39.325833333333335,-75.73055555555555,7.85,3919200780322d
4.533611111111111,-608.3866666666667,51.3,3919330754350d
39.339444444444446,-85.62166666666666,4.2,	392016082272d
39.34583333333334,-93.50666666666666,10.42,3920220853718d
39.35111111111111,-77.93,22.28,3920450933024d
39.363055555555555,-90.90527777777778,45.78,3921040775548d
39.36666666666667,-78.8888888888889,25.83,3921470905419d
39.376666666666665,-84.56333333333333,11.28,3922000785320d
39.38916666666667,-92.26083333333334,117.38,3922360843348d
39.39333333333333,-94.91777777777779,14.91,3923210921539d
4.548611111111111,-308.22249999999997,29.56,3923360945504d
39.43666666666666,-86.38333333333334,61.62,	392553081281d
39.456944444444446,-77.97333333333333,48.78,3926120862300d
39.45861111111111,-75.15666666666667,5.46,3927250775824d
39.45888888888889,-75.15666666666667,5.46,3927310750924d
39.45916666666667,-75.15666666666667,176.76,3927320750924d
39.465833333333336,-77.83611111111111,48.94,3927330750924d
39.46888888888889,-84.47666666666667,30.67,3927570775010d
39.47027777777778,-92.21305555555556,134.91,3928080842836d
39.47222222222222,-87.40722222222223,42.39,3928130921247d
39.48388888888889,-84.43305555555555,12.16,3928200872426d
39.49194444444444,-76.68416666666667,38.27,3929020842559d
4.554166666666666,-308.55611111111114,7.89,3929310764103d
39.55277777777778,-114.79722222222222,12.96,	393153083322d
39.555,-84.31694444444445,18.99,3933101144750d
39.55916666666666,-74.74,37.65,3933180841901d
39.573055555555555,-86.26944444444445,13.33,3933330744424d
39.589444444444446,-85.93166666666667,12.3,3934230861610d
39.595555555555556,-93.13222222222221,21.29,3935220855554d
39.60444444444445,-86.22916666666667,14.28,3935440930756d
39.60527777777778,-87.075,15.0,3936160861345d
39.63027777777778,-79.3175,15.02,3936190870430d
39.63055555555555,-90.5586111111111,6.5,3937490791903d
39.63444444444444,-116.28277777777778,-1.86,3937500903331d
39.63444444444444,-116.28277777777778,5.66,3938041161658d
39.6475,-77.575,45.58,3938041161658d
39.650555555555556,-103.92777777777778,12.6,3938510773430d
39.657777777777774,-113.87388888888889,31.83,3939021035540d
39.661944444444444,-85.81916666666666,18.82,3939281135226d
39.66638888888889,-79.93305555555555,97.72,3939430854909d
39.66888888888889,-77.01555555555555,3.11,3939590795559d
39.67027777777778,-93.66722222222222,18.81,3940080770056d
4.567222222222222,-508.7005555555556,23.55,3940130934002d
39.67666666666666,-116.30944444444444,38.8,	394025084162d
39.69888888888889,-92.05055555555555,27.14,3940361161834d
39.70027777777778,-93.30305555555556,15.29,3941560920302d
39.71,-75.45583333333333,12.38,3942010931811d
39.73166666666667,-75.04972222222221,16.08,3942360752721d
39.74055555555556,-85.135,15.86,3943540750259d
39.74166666666667,-77.38055555555555,94.21,3944260850806d
4.578611111111111,-808.7263888888889,33.09,3944300772250d
39.745,-84.18777777777778,102.36,	394438084335d
39.775555555555556,-86.1575,35.43,3944420841116d
39.78194444444444,-80.0286111111111,28.68,3946320860927d
39.79861111111111,-78.23055555555555,50.14,3946550800143d
39.81194444444444,-79.58722222222222,23.69,3947550781350d
39.82083333333334,-84.17583333333334,26.01,3948430793514d
39.825833333333335,-81.73805555555556,30.74,3949150841033d
39.82777777777778,-85.76694444444445,24.67,3949330814417d
39.83111111111111,-86.18583333333333,17.58,3949400854601d
39.84527777777778,-91.44055555555556,23.69,3949520861109d
39.86,-108.35,59.83,3950430912626d
39.86388888888889,-74.47833333333334,21.72,3951361082100d
39.87305555555555,-86.36166666666666,5.33,3951500742842d
39.87305555555555,-86.36166666666666,4.08,3952230862142d
39.87305555555555,-86.36166666666666,5.49,3952230862142d
39.87916666666667,-86.45972222222223,100.25,3952230862142d
39.88777777777778,-83.99194444444444,0.77,3952450862735d
39.88944444444444,-77.61472222222221,77.33,3953160835931d
39.89861111111111,-95.08777777777777,3.81,3953220773653d
39.913888888888884,-75.815,12.19,3953550950516d
39.919999999999995,-75.49361111111111,7.34,3954500754854d
39.97944444444445,-77.06833333333333,11.95,3955120752937d
4.6066666666666665,-708.6902777777777,10.1,3958460770406d
39.98888888888889,-79.0375,24.17,	395847084085d
39.99111111111111,-74.84083333333332,5.89,3959200790215d
40.0,-86.04222222222222,22.6,3959280745027d
40.01777777777777,-86.04194444444444,51.84,4000000860232d
40.018055555555556,-93.98777777777778,77.84,4001040860231d
40.02166666666667,-86.04694444444445,88.01,4001050935916d
40.03194444444444,-101.87027777777777,19.3,4001180860249d
40.03583333333333,-77.30916666666667,19.08,4001551015213d
40.03805555555555,-78.47194444444445,24.83,4002090771833d
40.04222222222222,-74.35888888888888,27.16,4002170782819d
40.0425,-80.43694444444445,35.34,4002320742132d
40.046388888888885,-86.80583333333333,37.48,4002330802613d
40.0475,-94.81638888888888,9.04,4002470864821d
40.08277777777778,-93.97222222222223,133.38,4002510944859d
40.092222222222226,-86.31083333333333,50.95,4004580935820d
40.09444444444445,-82.90111111111112,20.63,4005320861839d
40.11138888888889,-85.69361111111111,16.35,4005400825404d
40.154444444444444,-76.82305555555556,19.71,4006410854137d
40.1825,-91.82916666666667,62.4,4009160764923d
40.18944444444444,-84.24277777777777,6.88,4010570914945d
40.19916666666666,-75.05555555555556,31.8,4011220841434d
40.20444444444445,-80.60749999999999,39.01,4011570750320d
40.22,-112.73972222222223,75.23,4012160803627d
40.245555555555555,-93.7388888888889,4.2,4013121124423d
40.257777777777775,-119.78472222222221,252.97,4014440934420d
40.25888888888889,-85.14805555555556,11.03,4015281194705d
40.276944444444446,-76.12083333333332,10.49,4015320850853d
40.281666666666666,-88.35555555555555,46.7,4016370760715d
40.281666666666666,-88.35555555555555,9.46,4016540882120d
4.036111111111111,-708.6841666666667,61.26,4016540882120d
40.2925,-75.28722222222223,7.94,	401707084103d
40.301111111111105,-74.7238888888889,30.44,4017330751714d
40.31194444444444,-78.13166666666666,53.47,4018040744326d
40.32222222222222,-92.2175,26.52,4018430780754d
40.322500000000005,-89.4725,33.19,4019200921303d
40.322500000000005,-89.4725,6.99,4019210892821d
40.36055555555556,-79.05499999999999,16.4,4019210892821d
40.36194444444445,-74.31444444444445,2.65,4021380790318d
40.36416666666667,-74.88138888888888,2.8,4021430741852d
40.368611111111115,-76.30222222222221,8.98,4021510745253d
40.38194444444444,-76.70555555555556,9.61,4022070761808d
40.38666666666666,-109.91583333333334,11.98,4022550764220d
40.38944444444444,-85.80527777777777,3.91,4023121095457d
40.403055555555554,-77.63,12.94,4023220854819d
40.41444444444444,-78.45361111111112,10.51,4024110773748d
40.43138888888889,-74.45472222222223,15.49,4024520782713d
40.43277777777777,-87.58749999999999,22.32,4025530742717d
40.4375,-75.88472222222222,134.07,4025580873515d
40.43833333333333,-95.37416666666665,17.22,4026150755305d
40.44083333333333,-95.36833333333333,5.27,4026180952227d
40.445277777777775,-75.25138888888888,39.7,4026270952206d
40.44916666666666,-93.78388888888888,13.15,4026430751505d
40.45944444444445,-87.05944444444444,20.96,4026570934702d
40.459722222222226,-77.16916666666667,11.63,4027340870334d
40.46388888888889,-78.75611111111111,7.8,4027350771009d
40.48083333333334,-87.35972222222222,15.08,4027500784522d
40.501666666666665,-80.42305555555556,8.59,4028510872135d
40.515277777777776,-94.61305555555555,9.14,4030060802523d
40.54055555555556,-75.575,5.45,4030550943647d
40.55027777777777,-94.82305555555556,2.02,4032260753430d
40.56861111111112,-86.29916666666666,7.4,4033010944923d
40.57472222222223,-75.65666666666667,58.54,4034070861757d
40.58111111111111,-92.49138888888889,11.14,4034290753924d
40.581944444444446,-74.86333333333333,9.5,4034520922929d
40.588055555555556,-74.75694444444444,19.03,4034550745148d
40.621944444444445,-75.155,6.32,4035170744525d
40.626111111111115,-80.10833333333333,6.42,4037190750918d
40.63138888888889,-96.96944444444445,17.81,4037340800630d
40.64333333333333,-85.62888888888888,115.96,4037530965810d
40.66083333333333,-76.98611111111111,18.76,4038360853744d
40.665,-99.25583333333333,10.06,4039390765910d
40.684999999999995,-74.28861111111111,5.71,4039540991521d
40.69444444444444,-77.59444444444443,52.9,4041060741719d
40.71083333333333,-76.60555555555555,17.3,4041400773540d
40.72527777777778,-85.11305555555555,24.76,4042390763620d
40.728611111111114,-99.45805555555556,16.75,4043310850647d
40.75361111111111,-98.30333333333333,55.02,4043430992729d
40.75361111111111,-98.30333333333333,54.66,4045130981812d
40.76555555555556,-77.88083333333333,82.18,4045130981812d
40.77166666666667,-98.84555555555555,19.49,4045560775251d
4.084444444444444,-808.57,9.2,4046180985044d
4.084722222222222,-508.26472222222225,44.26,	404648083412d
40.785555555555554,-76.11861111111111,48.54,	404655081553d
40.78805555555555,-99.76805555555555,8.52,4047080760707d
40.795833333333334,-75.3111111111111,39.55,4047170994605d
40.801111111111105,-96.67583333333334,22.88,4047450751840d
40.82611111111112,-74.66805555555555,5.65,4048040964033d
40.83027777777778,-99.74916666666667,14.26,4049340744005d
40.83722222222222,-99.98611111111111,9.05,4049490994457d
40.84444444444445,-98.64583333333334,37.34,4050140995910d
40.855000000000004,-99.86361111111111,9.22,4050400983845d
40.85805555555556,-99.15055555555556,133.87,4051180995149d
40.86027777777778,-99.14777777777779,134.24,4051290990902d
4.089166666666666,-508.72638888888883,26.53,4051370990852d
40.87416666666667,-98.28222222222222,8.22,	405215084335d
40.8875,-98.51194444444444,15.71,4052270981656d
40.888888888888886,-78.81083333333333,32.95,4053150983043d
40.89555555555555,-79.63388888888889,20.08,4053200784839d
